Vam	Vbm	Vcm	Iam	Ibm	Icm	Vap	Vbp	Vcp	Iap	Ibp	Icp
0.86095457	0.844276952	0.141745113	0.153136852	0.149241591	0.56455085	1.30817841	-124.7267166	105.7036461	105.3061522	-49.27578296	41.69053909
0.107851016	0.865355552	0.855238185	0.59367371	0.157018888	0.154728474	-6.397996022	-119.695653	116.1517218	-80.60648989	-20.37017246	-163.7572906
0.087823672	0.866363094	0.865649923	0.6196793	0.158753428	0.161846696	-22.78735213	-120.6756099	117.0114515	-78.57632904	-25.4052059	-158.6055982
0.08345671	0.083712393	0.08407953	0.63230406	0.632149885	0.632372118	-33.37376683	-153.3756396	86.38279415	-77.65133344	162.3932196	42.4008098
0.081967742	0.868959834	0.093348051	0.657115499	0.1626428	0.670542623	-26.37070706	-121.9661899	59.4599499	-79.93917828	-33.11070345	43.16458719
0.882483139	0.040851901	0.874950424	0.175125203	0.692934615	0.170530331	-1.787941198	160.8979102	117.6618604	88.8095944	161.5496428	-153.9480847
0.877348174	0.447973475	0.432595221	0.17048923	0.591083945	0.558411804	-1.895710189	-177.1450889	173.1656745	87.8861165	-162.7575691	0.504412006
0.047228478	0.872190717	0.875597742	0.656854242	0.164812466	0.169107364	-23.42063209	-121.4220846	117.5247727	-80.15888571	-29.7320861	-154.6616418
0.873354427	0.875435519	0.055276092	0.164962734	0.168998189	0.654927381	-1.491962315	-122.5598833	85.75082351	90.09444644	-34.8043914	40.8703033
0.876942116	0.43846036	0.438455658	0.170199728	0.62664113	0.596314275	-2.000909021	177.9901162	177.9899919	87.81297953	-164.1683163	0.088791381
0.041086044	0.041160255	0.041470651	0.692685724	0.692505665	0.692382493	-79.38025513	160.6786493	40.89770982	-78.4871735	161.4791856	41.50632183
0.094254761	0.338901514	0.287870754	0.622656658	0.629809418	0.624444167	3.036347488	-106.4850403	131.3567094	-82.07374752	157.7171038	37.33337996
0.866626036	0.095489504	0.866965937	0.162568664	0.61720151	0.15941695	-3.005640108	-148.6021855	119.2917619	81.05035451	162.5797119	-145.6486235
0.088021774	0.865685985	0.86507873	0.619340282	0.15921376	0.161971383	-22.86401449	-120.789199	117.0421235	-78.55772941	-25.49613686	-158.8200277
0.884804657	0.013707591	0.877088989	0.176033075	0.697382662	0.171053728	-1.873349424	159.1794977	117.72665	88.66397652	159.395158	-153.7475067
0.825477814	0.194711662	0.199718378	0.118721821	0.607546013	0.57725231	-1.235020583	-155.2567662	129.912192	88.65235113	164.9991293	36.05211863
0.079848181	0.869243956	0.081913758	0.663595386	0.162423526	0.675503337	5.532574622	-121.9346691	67.62671716	-82.0713492	-33.02966825	41.1935988
0.077285734	0.868022312	0.865031747	0.623226479	0.160020173	0.161547228	-7.610859395	-120.6904057	116.8999487	-80.80408797	-25.42597096	-159.0011359
0.079020975	0.85617072	0.10295469	0.623618528	0.149631765	0.643365624	-15.6741982	-121.7355498	66.56730617	-79.76299771	-33.11874162	45.69577148
0.464430029	0.425522237	0.877250336	0.609069247	0.572226664	0.170540507	-59.2476286	-64.92489604	118.0500665	-41.8031243	121.9960739	-152.2911293
0.855555701	0.103068292	0.078910673	0.149643547	0.643517148	0.62360749	-1.869056131	-173.4615193	104.2360565	86.84518567	165.6151497	40.23194827
0.863440284	0.85688347	0.130378052	0.155473454	0.157350011	0.586489433	0.220104715	-123.9466832	93.73329089	99.1819137	-43.95400761	43.81420042
0.314638383	0.825749834	0.304165169	0.581827462	0.118735512	0.612416637	17.9853399	-121.1313709	95.6423514	-86.25412885	-30.71989178	42.74902892
0.103039708	0.099325703	0.841551421	0.627709197	0.602402013	0.135015804	-41.80421011	-112.7158183	118.4168327	-75.51832166	157.0406735	-152.4521905
0.437772072	0.445766985	0.877750809	0.593068052	0.563454901	0.170675294	-57.42170593	-66.38184246	118.0659923	-43.88970051	119.4020372	-152.1860746
0.099175402	0.842094858	0.103138348	0.602516324	0.134858889	0.627959963	7.444041248	-121.5354379	78.13994247	-83.00349738	-32.40674496	44.52478707
0.841485497	0.11349148	0.10059475	0.135173877	0.625562645	0.600425574	-1.604869345	-164.9511769	120.5020493	87.27200574	165.627752	38.18339166
0.448633309	0.439436789	0.877147582	0.559783955	0.527700193	0.170462449	-53.06042921	-71.06593865	118.0381984	-42.51504275	119.7690753	-152.0842416
0.866227158	0.095565532	0.866073319	0.162398309	0.617827869	0.158996592	-3.023032001	-148.5730774	119.319075	81.09820529	162.5384634	-145.5533221
0.045785054	0.048827575	0.052274873	0.657759655	0.658183896	0.658944907	3.550060557	-118.2736905	123.6296525	-82.00091179	158.1434709	38.06508162
5.49629E-06	0.877186645	0.884715439	0.699422395	0.170918448	0.175417131	-81.70011452	-122.29115	118.0917234	-81.69067662	-34.00979658	-151.4682165
0.470044564	0.411708496	0.877657266	0.590702282	0.551515333	0.170779216	-56.77309164	-67.85865687	118.0604862	-40.65294928	122.6078489	-152.1756132
0.141817146	0.859753093	0.843952499	0.564548128	0.153020761	0.149267513	-14.27233121	-118.6932558	115.3717321	-78.26121025	-14.61884833	-169.2182891
0.877600295	0.459645916	0.429604092	0.170599451	0.559816264	0.524298962	-1.941944051	-172.9695912	168.4353374	87.86109766	-161.3878559	0.900521347
0.113996162	0.099874417	0.841761816	0.626143861	0.600954807	0.135067669	-45.36834811	-119.5502798	118.3982916	-74.35212386	158.1295654	-152.6889584
0.325084427	0.346437226	0.824878437	0.61090987	0.582687315	0.118619422	-25.22783151	-89.8715004	118.8309898	-77.08636962	154.1002845	-150.7001085
0.867436267	0.865911642	0.08780267	0.159406677	0.161909546	0.619514748	-0.681997937	-123.0878629	97.13423816	94.30333296	-38.89594855	41.37854852
0.825329987	0.213281316	0.207179868	0.11875503	0.610333229	0.584511331	-1.14528648	-155.7052029	129.7844467	89.08251315	164.4963446	35.34494922
0.448125143	0.436007629	0.877421775	0.575567663	0.542788035	0.170621078	-55.06131239	-69.09976321	118.0241828	-42.65293645	120.1270458	-152.2161263
0.448985746	0.439629493	0.877703717	0.559698722	0.527820229	0.170457999	-52.99221775	-70.98370368	118.1152827	-42.49699919	119.7851836	-152.0129876
0.87721976	0.480588974	0.401350447	0.170089196	0.589932212	0.5483176	-1.918123132	-176.5378388	171.6151728	88.00595308	-159.6452639	3.691161316
0.856024395	0.123178034	0.863242771	0.156265442	0.588361893	0.155240182	-3.858929169	-142.193825	120.2072889	76.18414364	162.7547959	-140.6750706
0.271130681	0.276931379	0.825533909	0.614450795	0.589106022	0.118630684	-41.55789181	-97.05719764	118.7667438	-75.35871619	155.1155677	-151.0790056
0.476715562	0.412953886	0.87742253	0.608557298	0.569018264	0.170589292	-58.8642303	-65.54361912	118.0504345	-40.89142655	122.9120588	-152.2890271
0.458888226	0.421931662	0.877251312	0.590530517	0.55488202	0.170486013	-56.97290033	-67.33264122	118.0736168	-41.71241879	121.5398875	-152.0507891
0.873302855	0.050072025	0.872288243	0.16799206	0.658796316	0.165459449	-2.484675278	-128.4818945	118.4373067	84.89471021	158.7887779	-150.1105053
0.881469095	4.83944E-06	4.91484E-06	0.175261476	0.698873225	0.699578536	-2.112304555	129.1252206	68.16466425	86.78874199	158.3152465	38.2486906
0.444906528	0.877502186	0.43840702	0.562013887	0.170382821	0.591732215	53.59804977	-121.9425577	62.5663125	-120.5718562	-32.19601252	76.14688805
0.445406539	0.876375616	0.437252935	0.562821821	0.170076066	0.591896475	53.69644869	-121.9052262	62.55825464	-120.6075798	-32.05971546	76.08467096
0.42557174	0.877322686	0.459082373	0.539561043	0.170563828	0.5756172	50.44791796	-121.9839788	65.01291453	-118.7725988	-32.24693109	78.42278824
0.459259252	0.429339866	0.876944507	0.559713014	0.524375586	0.170613213	-52.99961723	-71.6075834	118.0202482	-41.39590272	120.8827283	-152.0722685
0.111423193	0.864286438	0.855522228	0.591966433	0.155679087	0.155162797	-12.26649881	-119.6724793	116.1563426	-79.53330363	-20.25797165	-163.4227533
0.419788981	0.877479081	0.470194179	0.521021987	0.170568788	0.559693014	47.81715122	-121.9852925	67.0947085	-118.0246089	-32.11910694	79.66844371
0.87738336	0.459015396	0.425624991	0.170604129	0.575674619	0.53960752	-1.953955265	-174.9489473	170.4704522	87.73839313	-161.5663499	1.238171153
0.435718208	0.877332948	0.454110153	0.576786045	0.170518294	0.610267566	55.35694484	-121.9529565	60.60804101	-119.1375542	-32.28740573	77.04997646
0.04836875	0.872171908	0.874300418	0.658562567	0.164876521	0.168190844	-8.22427429	-121.5357052	117.5842474	-81.26596681	-29.99955537	-154.8712963
0.084998457	0.868805051	0.081607708	0.662830332	0.16249367	0.675484421	23.95932491	-121.94493	78.94685117	-83.05303199	-32.95345108	39.92840467
0.02809229	0.881232452	0.028822024	0.695597859	0.175465096	0.695288496	-81.71037438	-122.1269126	39.42448888	-79.57289961	-32.82221735	40.47503161
0.047205302	0.87074671	0.874088122	0.656639249	0.164069516	0.168437696	-23.41279924	-121.5305642	117.6168	-80.11226998	-29.7889693	-154.55314
0.86711912	0.866182106	0.077181162	0.159810389	0.161384584	0.622933224	-0.629470995	-123.1158658	112.2674983	94.46580283	-38.84031507	39.29404973
0.130517669	0.862606235	0.856762625	0.58642192	0.154670299	0.156743745	-26.22098606	-119.7984721	116.184972	-76.15447895	-20.6892545	-163.7003502
0.874925698	0.076010689	0.871604484	0.168750894	0.650338668	0.164558272	-2.456059583	-167.0003611	118.4446109	85.13317803	163.0836372	-150.1213975
0.877679694	0.480935534	0.410268616	0.17080335	0.559484126	0.517374514	-1.954087254	-172.7330673	167.2006716	87.81211496	-159.2304224	3.078273543
0.884368681	0.013705271	0.874815434	0.175928412	0.697272687	0.170912686	-1.714887639	159.1742639	117.7746291	88.68656344	159.3911427	-153.7668999
0.458976736	0.422027046	0.877441161	0.590796728	0.554919967	0.170900901	-56.98525709	-67.33380247	118.0666449	-41.68864753	121.5343106	-152.0989661
0.083387732	0.102217629	0.841705689	0.63131051	0.60610401	0.134678388	-31.9551478	-99.09531068	118.4995815	-77.71830656	154.8192812	-152.0266166
0.125097885	0.103113842	0.841646008	0.623630283	0.598580155	0.135164964	-47.73609776	-126.0795486	118.3738079	-73.2574741	159.2440883	-152.8662354
0.841759569	0.083379215	0.102234184	0.134782328	0.631220124	0.606037343	-1.496814263	-151.9338582	140.8769627	87.97946967	162.2811553	34.83092302
0.877558655	0.470328032	0.419744053	0.170745701	0.559673273	0.520995632	-1.930639669	-172.8496582	167.8671165	87.89463377	-160.3255584	1.960338149
0.863400054	0.857304689	0.130364036	0.155451378	0.157300661	0.586487054	0.259535231	-123.9360388	93.72552807	99.12166942	-43.95557196	43.80317593
0.106890559	0.082833417	0.854162169	0.643198711	0.623674476	0.149214846	-53.43267109	-136.1060316	118.2910148	-74.29235056	160.2930097	-152.9262151
0.842153548	0.125075811	0.103517877	0.13518546	0.623654417	0.598143057	-1.644616894	-167.6670213	113.9442361	87.1291031	166.6678189	39.19720432
0.855679867	0.108017109	0.864640473	0.15493052	0.593684839	0.156686144	-3.813218867	-126.5621709	120.3009577	76.19651	159.4443929	-140.4416559
0.077092436	0.867498378	0.865439569	0.623263612	0.15997689	0.161773019	-7.856390386	-120.6627185	116.9794421	-80.75557603	-25.36559372	-158.8210352
4.83571E-06	0.881090667	4.79681E-06	0.699159554	0.175104642	0.699279105	-50.84838899	-122.1497028	7.951882197	-81.78409517	-33.1802097	38.27047975
0.014111515	0.014214182	0.881475445	0.697032432	0.697238346	0.175602293	-79.82940949	159.371993	117.9000842	-80.61108912	159.3869095	-152.9910767
0.85545834	0.103029763	0.078903838	0.149744719	0.643337527	0.623689497	-1.848926166	-173.4891149	104.2182941	86.8185656	165.6144684	40.25994681
0.877343653	0.484084188	0.399414335	0.17057998	0.608766564	0.566080193	-1.976333421	-178.7579351	174.0950152	87.77027508	-159.8081553	4.027563045
0.213143332	0.825867328	0.203831428	0.582470042	0.119037746	0.609723006	13.46852748	-121.2396315	84.19895408	-83.73815044	-31.36739548	45.52192118
0.461979076	0.415414128	0.877366311	0.626288647	0.589645397	0.170621231	-61.34276763	-62.60081174	118.0706801	-41.97820281	122.2709336	-152.1509221
0.869014959	0.097715481	0.081309233	0.162767598	0.667442709	0.656037824	-1.997104147	177.8631868	82.70574515	86.87816806	164.3341307	41.23198115
0.884314628	5.49502E-06	0.875046622	0.17559844	0.699243763	0.17039538	-1.756148264	158.28995	117.7587289	88.75028769	158.2977546	-153.8681278
0.877269892	0.469854704	0.411531237	0.17010096	0.590536974	0.551761823	-1.927120959	-176.7616785	172.1541207	87.92314559	-160.7023177	2.629865182
0.013743497	0.014528574	0.014775056	0.697078198	0.696496166	0.69718346	-81.1358595	160.6350762	39.72562364	-80.72103828	159.3418344	39.35039842
0.847365821	0.845782071	0.846605195	0.256802523	0.256951318	0.256628181	-16.23337994	-136.2383684	103.8395172	32.17997607	-87.9061189	152.1038762
0.134766699	0.826898354	0.141045559	0.577249673	0.119666689	0.606027953	3.975709816	-121.1317085	80.4135976	-82.75304304	-31.10066617	46.37840462
0.872537589	0.874261984	0.055271428	0.165168314	0.168826768	0.654850745	-1.549993322	-122.5260373	85.7334736	89.97192532	-34.91207723	40.87331982
0.054248125	0.051282154	0.056753731	0.654074295	0.654324916	0.654252791	-26.16963097	-146.8371548	93.6377367	-79.73037148	160.2582512	40.27044203
0.054195395	0.051232297	0.056839147	0.653767762	0.654325072	0.654000392	-26.41714022	-146.9696646	93.49393312	-79.72829863	160.2516877	40.24835891
0.855211209	0.116623299	0.864634576	0.155994759	0.590329072	0.156182928	-3.952720086	-137.5204573	120.2267823	76.12709864	161.57611	-140.6621292
0.040847996	0.874307209	0.882059343	0.692903294	0.170171824	0.1750622	-79.04501146	-122.3753429	118.2837119	-78.38544538	-33.85497834	-151.0943882
0.8773687	0.473426726	0.40405394	0.170480544	0.625902483	0.585962946	-1.989740896	178.9367542	176.9048902	87.79116952	-160.9423453	3.332610772
0.083389402	0.10224011	0.841692244	0.631285523	0.606113509	0.134690025	-31.95616949	-99.09882267	118.5024701	-77.71496039	154.8230008	-152.0241052
0.854928589	0.111526113	0.864199332	0.155629278	0.592093528	0.156670758	-3.828425838	-132.2927449	120.2536169	76.18311611	160.5443233	-140.3834494
0.44392949	0.876764427	0.438714142	0.562392399	0.170415039	0.591876427	53.6301343	-121.9063787	62.5932963	-120.5747239	-32.1270862	76.14684609
0.027275814	0.076560242	0.076389248	0.67882056	0.679730826	0.679463708	3.647165828	-117.3359711	125.1277746	-81.90474208	158.1322581	38.05294854
0.860096583	0.844358161	0.147490454	0.152798297	0.150572391	0.562730994	1.185734173	-124.7168297	101.7775441	105.3440613	-49.25485236	42.85740953
0.45070062	0.427277212	0.877992309	0.626376267	0.593209431	0.17072291	-61.7132773	-62.29670805	118.0118734	-43.06891342	121.1444607	-152.0374359
0.877246115	0.492628973	0.49668322	0.170548916	0.56131562	0.531666804	-1.977712043	-173.687116	169.8031472	87.92380053	-163.3493655	-1.056997943
0.332957828	0.337036788	0.82492195	0.60962645	0.580989935	0.118635422	-25.79495308	-106.2556693	118.833733	-77.18928275	154.1400403	-150.7006173
0.87734309	0.437092559	0.444358748	0.170398831	0.592001857	0.562352568	-1.882165119	-177.3426591	173.6352117	87.78246794	-163.8469744	-0.555176941
0.146982311	0.129818334	0.825981785	0.60410782	0.575623186	0.119363873	-43.08926793	-121.0660941	118.6719716	-72.43359507	158.483416	-151.9111476
0.055179504	0.054540852	0.055534318	0.690129347	0.690898105	0.690817848	-78.59813254	161.6077631	41.8487135	-77.45000191	162.6099384	42.53434972
0.091235386	0.074594899	0.855827698	0.645655484	0.625949627	0.149466706	-50.92121149	-127.174398	118.2231893	-75.43888346	159.0957355	-152.7960329
0.027438631	0.075902423	0.075728872	0.679156572	0.680287994	0.679587123	3.288496178	-117.8189759	126.1003856	-81.89019471	158.1124142	38.05534362
0.078838322	0.855393675	0.102957327	0.623782759	0.1493742	0.643307773	-15.77228455	-121.7734972	66.57257241	-79.74535335	-33.15698708	45.69234993
0.877882186	0.877231657	0.877665399	0.170619894	0.170380921	0.17061376	-2.044645897	-122.0217298	117.9974876	87.88239761	-32.07844314	-152.0249051
0.866523003	0.095573449	0.867159432	0.162618682	0.617262031	0.159462427	-3.068178414	-148.6464007	119.2488964	81.04415499	162.5315028	-145.6983097
0.867516771	0.104185612	0.86630726	0.163019093	0.615348991	0.158950494	-3.076394547	-153.4204424	119.3715333	81.1231446	163.6195742	-145.734567
0.077169463	0.867500715	0.864969962	0.622985548	0.160004213	0.161606244	-7.636394379	-120.6769753	116.988902	-80.74671927	-25.35210422	-158.8673347
0.462097808	0.41554467	0.877615063	0.62624022	0.589593862	0.170660211	-61.38721393	-62.65018995	118.0238853	-41.96807541	122.2735393	-152.1450857
0.86603601	0.081396235	0.86765912	0.161378468	0.621745378	0.159751774	-3.137023549	-135.8289489	119.4233898	81.02659201	160.3654625	-145.6523501
0.82552926	0.146543528	0.129859066	0.119112725	0.602673111	0.57398088	-1.314779694	-162.676099	118.7447308	88.32100575	167.4598017	38.52130421
0.081014668	0.078693073	0.868893289	0.674192144	0.662240143	0.162471721	-51.23513607	-116.0896097	118.0296859	-78.91158269	157.9922337	-153.0080101
0.081731008	0.866856739	0.865708517	0.621182224	0.159258199	0.161776512	-15.82345954	-120.6491719	116.9787514	-79.70019575	-25.45290537	-158.6813503
0.877283432	0.484263037	0.39923505	0.170593417	0.608530774	0.565907668	-1.996119649	-178.6278297	173.8899304	87.7817878	-159.826106	3.997557903
0.855854747	0.103036181	0.078848876	0.149470868	0.643634653	0.623518753	-1.891898332	-173.6460257	104.3660661	86.98896878	165.5998952	40.18518642
0.113707404	0.099966612	0.841827079	0.626119434	0.600942749	0.13506789	-45.35875756	-119.3868988	118.4022809	-74.34941271	158.1302891	-152.6936521
0.855194568	0.06892617	0.071409383	0.148992543	0.649690905	0.629472691	-1.661874548	-162.097258	132.1580518	87.51428418	162.3867303	36.97927217
0.401644974	0.877352792	0.487142468	0.564708551	0.170538702	0.607763263	53.83070392	-121.959747	61.47911385	-115.86282	-32.270577	80.31551811
0.047911265	0.871734739	0.874413677	0.658318799	0.164808807	0.16849597	-7.928409121	-121.5496766	117.5660373	-81.26474631	-29.96168771	-154.7915863
0.404154668	0.877568203	0.473525543	0.586021379	0.170618318	0.625871769	56.90983323	-121.9846389	58.9419814	-116.6630485	-32.16762962	79.07499051
0.027326555	0.875001599	0.882765813	0.69523376	0.170087747	0.175254837	-79.99242831	-122.3400257	118.2284788	-79.55738876	-33.86770056	-151.0820896
0.141789196	0.861209722	0.845587128	0.564543946	0.15342097	0.149552249	-14.28111056	-118.6379078	115.3389234	-78.28550435	-14.66976707	-169.3269851
0.875845741	0.882929273	5.49629E-06	0.170396922	0.175040999	0.699236014	-2.357346136	-121.8490963	38.2217245	85.91533688	-31.36845977	38.22582986
0.844397017	0.137293664	0.862528603	0.148869027	0.566329744	0.154585942	-4.696899991	-129.9923647	121.3056484	70.36751663	160.6544915	-134.7817626
0.446357553	0.877367806	0.437076452	0.546075632	0.170621413	0.575726657	51.37256536	-121.9627654	64.8273218	-120.9480652	-32.25680212	76.27756981
0.846048274	0.153971292	0.859558485	0.151352183	0.560853096	0.152291657	-4.745695071	-141.8198871	121.2397594	70.47568089	164.0212855	-135.0479087
0.154054254	0.85866525	0.847091357	0.56095069	0.152133682	0.151475169	-21.81719589	-118.6607976	115.3984688	-75.9486961	-14.80637054	-169.3203453
0.87655379	0.882655757	0.054278153	0.171249864	0.175291585	0.690503886	-2.396091595	-121.8694362	41.7403641	86.01640673	-31.34080411	42.61017099
0.013708779	0.875892801	0.882929488	0.697486636	0.170426615	0.175174623	-80.87877408	-122.36272	118.1532243	-80.66275862	-34.02331096	-151.3076267
0.447997002	0.435913317	0.877214771	0.575483628	0.542730818	0.170594584	-55.07745572	-69.10088711	118.0151268	-42.66157337	120.1139578	-152.2185349
0.13376267	0.124597551	0.826158552	0.606226432	0.577006425	0.118458638	-40.9488674	-115.1488259	118.7085764	-73.54663984	157.2397202	-151.4135973
0.877393239	0.469977228	0.415412683	0.17054743	0.575379965	0.536114768	-1.950948111	-174.7913751	169.923988	87.73207612	-160.4905269	2.339650812
0.092393576	0.078827239	0.8690887	0.670748933	0.657360749	0.162524386	-62.48574843	-147.2315617	117.997308	-76.91243377	159.9806624	-153.0636757
0.877733331	0.448010139	0.432930379	0.170479552	0.591262232	0.558607746	-1.937940443	-177.1946757	173.134841	87.87931005	-162.7946227	0.47564027
0.470324201	0.419742174	0.877553985	0.559559313	0.520986762	0.170613116	-52.84305477	-72.12549887	118.0772552	-40.30420681	121.9964553	-152.0819005
0.415575634	0.877686797	0.462138138	0.589579746	0.170661076	0.626211269	57.35663787	-121.9715016	58.61541156	-117.7570221	-32.14185991	78.00275396
0.393014824	0.877646391	0.484883227	0.582571009	0.170804328	0.625450578	56.44567466	-121.9489062	59.33567484	-115.5927346	-32.119217	80.14140583
0.413253333	0.877506981	0.475815729	0.56850231	0.170576496	0.608363193	54.48021379	-121.9371768	61.14702542	-116.9731519	-32.29444784	79.2224587
0.877963787	0.459238162	0.422348517	0.170822007	0.591025223	0.554928565	-1.97177864	-177.033495	172.6387161	87.80222579	-161.7354596	1.512149695
0.876851532	0.480516432	0.40108413	0.170157886	0.589901282	0.548206171	-1.929045719	-176.5316613	171.5803933	87.99228574	-159.6220973	3.701235773
0.822478318	0.823306367	0.822418028	0.298235506	0.298634932	0.298136083	-20.9956367	-141.0040659	98.92542696	20.0046362	-100.0692758	139.8577395
0.071483019	0.855556591	0.068799178	0.629478485	0.149006651	0.64985951	11.97938669	-121.6658221	77.81984151	-83.00788162	-32.48914243	42.37146784
0.147455586	0.860058715	0.845339978	0.562634993	0.15272705	0.150332503	-18.25182988	-118.7193084	115.2922736	-77.12300951	-14.88526766	-169.4357257
0.843088501	0.137212397	0.860948013	0.148550363	0.566167151	0.153938418	-4.652059199	-129.9856242	121.2800949	70.70359774	160.6444557	-134.5748658
0.068758999	0.079396114	0.855071336	0.651992664	0.63227683	0.148909628	-36.44326977	-97.9122439	118.4193268	-78.5319439	155.9924376	-152.5118835
0.877375181	0.46987348	0.415489322	0.170566947	0.575496428	0.536189593	-1.95612191	-174.7954231	169.9209561	87.72117759	-160.4898607	2.34058095
0.054639393	0.054234458	0.881904503	0.69009697	0.690261328	0.175398601	-78.11806355	161.3755369	117.9193349	-77.37411219	162.5979871	-152.6895099
0.87732458	0.480577005	0.40563711	0.17057293	0.575194319	0.532859022	-1.960813533	-174.6097237	169.3005766	87.75070788	-159.4428336	3.403104477
0.164749535	0.091204713	0.169349726	0.618163305	0.616360882	0.621928788	-18.91748528	-141.5553411	99.2697564	-79.24180007	161.1428814	41.01375112
0.013961423	0.881480765	0.014306956	0.697331054	0.175193614	0.696641826	-81.72770948	-122.1160599	37.79979642	-80.66586419	-32.99010145	39.39092724
0.040910517	0.880648996	0.041034088	0.692948505	0.175300109	0.692215373	-79.23184018	-122.0722767	41.11033422	-78.45104818	-32.70251244	41.49561931
0.855472167	0.06899164	0.071350724	0.149099423	0.649664449	0.62948116	-1.678254557	-162.082087	132.1499932	87.45197264	162.3835011	36.96693389
0.87737181	0.45097578	0.432596297	0.170538109	0.608970009	0.575696819	-1.942554852	-179.3824566	175.3692185	87.72010984	-162.991215	0.783595314
0.822644941	0.823257458	0.823434005	0.298007429	0.298717467	0.298849709	-21.06637799	-140.9959097	98.91735896	19.83625633	-100.0518792	139.7309206
0.048729142	0.045124942	0.052718589	0.655562637	0.65637756	0.655966883	-13.02681933	-133.4744107	107.3648983	-80.83692709	159.1491779	39.14037874
4.8049E-06	0.881337164	4.91287E-06	0.699511301	0.175138116	0.699250587	-52.21122994	-122.1189374	8.20635684	-81.78498728	-33.09838842	38.24643631
0.092716123	0.099649003	0.841395373	0.629602655	0.604172386	0.134810278	-37.57282841	-105.7739799	118.4680509	-76.60981047	155.9298816	-152.2271068
0.877674097	0.450542083	0.427117185	0.170770315	0.626489758	0.593049691	-1.936615749	178.3377782	177.7552583	87.87239548	-163.042647	1.172177571
0.027326712	0.874322755	0.882012543	0.695248434	0.170255492	0.175270811	-79.9980735	-122.3842464	118.2699323	-79.56483188	-33.9008495	-151.1735957
0.066530908	0.053185278	0.082238889	0.672812386	0.67274576	0.673895347	-53.32436166	-173.733943	64.35861756	-78.68894869	161.4360588	41.37595224
0.877480864	0.480810938	0.410211826	0.170501384	0.559512258	0.517429564	-1.995435296	-172.7668988	167.1514518	87.79857304	-159.2386059	3.104421588
